Library_ID	Sanguinis	Mitis	Salivarius	Anginosus	Bovis	Pyogenic	Mutans	Downei	Other	Unknown	Genus_other	Streptococcus	Sanguinis_tot	Anginosus_tot
CDM046.N0101	89.1417790622993	5.25315778205952	0.0936630271890388	2.76707343181332	0.176621708413616	0.527189038749732	0.195354313851424	0.153874973239135	1.09318133162064	0.59810533076429	0.973928862260908	0.0260711377390918	0.0233439108636264	0.000821520356433847
ERR5729623	89.037754785766	4.61160391421782	0.132835446400897	1.31949876758225	0.309949374935427	0.843505084645699	0.298141779699792	0.284489247708589	1.37742978170708	1.7847918173365	0.951309368976468	0.0486906310235323	0.0434708568360733	0.000742736244662512
CDM042.E0101	88.7125026982841	8.45403362504291	0.0693591708040356	0.595568798281591	0.13341024180164	0.317424368424591	0.138364468287642	0.117132069061917	0.622817043954605	0.839387516057002	0.930490012075856	0.0695099879241436	0.0617796883169286	0.000514084787735414
TAF018.B0101	88.5191122349913	6.76623542781453	0.23932627396085	0.853070224951646	0.306307526736056	0.737546378873059	0.231800290502961	0.208846040956402	1.23651908213106	0.901236519082131	0.851201863421887	0.148798136578113	0.131867969263327	0.00136986509853918
KT23calc	88.3186385862242	7.12855657798483	0.102029030146691	1.10691872328957	0.254110037346475	0.623724637123166	0.19250760405036	0.19250760405036	0.977938628575829	1.10306857120856	0.976924984093244	0.0230750159067562	0.0204845236153982	0.000355484133546666
ERR5729617	88.1741514534182	6.23082570815249	0.169406048143723	1.79343914212845	0.35946826690487	0.950989735961545	0.241257286389959	0.20664653644372	1.02814286605004	0.845672956406997	0.699372340348188	0.300627659651812	0.265231335114278	0.00549270190141749
ERR5729621	88.0907525624556	4.45239715176271	0.135829184361713	1.91045098727922	0.439909709207647	1.15884645898474	0.463735081509792	0.347801311132344	1.60293174890514	1.39734580440106	0.943511072054775	0.0564889279452249	0.0498873670749223	0.0011797537972545
CDM049.A0101	88.0770925110132	7.11453744493392	0.101321585903084	2.02643171806167	0.191629955947137	0.522026431718062	0.218061674008811	0.154185022026432	0.97136563876652	0.623348017621145	0.984884308732941	0.0151156912670593	0.0134160612271743	0.000406368978142904
MID023.A0101	87.9897665942385	8.73614890051422	0.124412981005117	0.48219986363955	0.146555624231379	0.354600890803316	0.151016012794943	0.136360450371805	0.629392686237153	1.24954599616407	0.810897831847181	0.189102168152819	0.166521512946949	0.00101202004455551
CDM046.A0101	87.9698382547631	6.33022506187763	0.110804121337708	2.31537443158925	0.188510907730386	0.941115524089104	0.220169228112589	0.182754849479077	1.00587117941634	0.735336441604789	0.976935275427914	0.0230647245720864	0.0203937097201465	0.000634132351955044
ESA008.A0101	87.8207347082628	6.09340877194087	0.120206679967022	2.51364125543605	0.370060355081722	0.373207126808607	0.30586621185326	0.79046905779361	0.702359449440819	0.910046383415254	0.94008596109574	0.05991403890426	0.0527278471502757	0.001606335926489
ERR5729651	87.7434451407465	7.5242171962196	0.174090414439721	0.68027940238339	0.275542642100128	0.569847915471666	0.26307889418412	0.230244289459154	1.06906792608595	1.47018617890973	0.839029901479427	0.160970098520573	0.141388530856948	0.00119541718108761
CDM045.G0101	87.7103138199744	8.78201961752876	0.110386402814601	0.56453320160892	0.156758772946763	0.406766333659284	0.184481385525772	0.176920673004224	0.782281722229503	1.12553807070778	0.92134075270007	0.0786592472999303	0.0691095785828076	0.00054416895393849
SRR6877326	87.6348262571335	6.46717858316651	0.173294690609221	2.14526875616242	0.391406973617377	0.859003854312946	0.233051480474469	0.158355493142908	1.01138366846933	0.926230242911351	0.975920992273721	0.0240790077262792	0.0212049812807116	0.000616642285660011
TAF008.B0101	87.5689888576487	5.99291887951682	0.150994480891388	2.94439237738207	0.359262730396751	0.663855045298344	0.270748724356972	0.14058106841612	1.19493908153702	0.713318754555868	0.986926429120738	0.0130735708792617	0.0115510417496465	0.000485026257360946
ERR5729637	87.5587594100215	4.54065469904963	0.121776748305345	3.05037980720101	0.309551384678271	1.00955479102088	0.31806724120312	0.26612051640154	1.30079708417073	1.52433831794802	0.962448009734919	0.0375519902650808	0.0329903005146342	0.00124583519934078
SRR11176642	87.5411340711212	7.28785563784899	0.214525448946403	1.14893128811788	0.330711557968309	1.01908693743979	0.190486943631526	0.189394284299032	1.08410016772321	0.993773662903669	0.914548150555671	0.0854518494443293	0.074924210851717	0.0010820283672179
ERR5729648	87.3192258543814	7.02771139964345	0.164016119096106	1.65598730771595	0.262111884105739	0.649001581303732	0.583604404630643	0.207309050053691	0.99155199271737	1.1394804063519	0.878657867900056	0.121342132099944	0.106092649813864	0.00211012412885624
CDM052.N0101	87.2932739324133	5.79376290340106	0.132565467782245	3.21634249701184	0.415082038465718	1.06052374225796	0.189068781918939	0.136911876561991	0.88666739106813	0.875801369118766	0.98890460200928	0.0110953979907199	0.00978865943474458	0.000456981078555616
RIG001.A0101	87.1257256074247	5.97657200458827	0.145295283117244	1.26316521255518	0.37123292432827	0.919044805172234	0.371928117070458	0.365671382390768	1.60659042719594	1.85477423615697	0.963575346928601	0.0364246530713992	0.03184885456772	0.000560300885287548
ECO004.B0101	87.016578105687	4.32419689845433	0.108311989500108	5.43917326095544	0.199421486550199	0.609095658600609	0.215349720300215	0.131248646100131	0.788766135300789	1.16785809855117	0.874577289907789	0.125422710092211	0.109257406104937	0.00692313712451566
SRR11176634	86.9774029847946	4.77829786036564	0.144455804965903	5.30077762248258	0.266399016950107	0.810453347341169	0.161340249702177	0.177286669730881	0.792630877897324	0.590955565769602	0.975389449817714	0.0246105501822858	0.0215087514424655	0.00140474153834361
SRR6877284	86.9528843141997	6.2713860330123	0.199041271326559	2.81314306785246	0.283891534402024	0.959125169997899	0.219262595704356	0.237897933856444	1.26323802877772	0.800130050870508	0.974795686491589	0.0252043135084109	0.022020367881313	0.000809178671144105
SRR6877286	86.8603667679059	8.63336665257007	0.132636192380147	1.44794510014994	0.232113336665257	0.547364576525316	0.20472107954327	0.189342970281804	0.991888047364576	0.76025527661374	0.935949161309392	0.0640508386906081	0.0557488102128834	0.00102765463784215
ERR5729639	86.7977317266397	5.99424592419631	0.466163532502189	2.79281157486553	0.336071383896927	0.822666055122378	0.305216194804653	0.218905057749239	1.11328857941042	1.15289997081266	0.956322278418147	0.0436777215818526	0.0380242767876288	0.00132025491996108
ERR5729620	86.6583528607203	7.1178582563133	0.118170024036286	1.82182977482325	0.293162229843211	1.10074120261885	0.223768768919775	0.228294429414782	1.34764112517977	1.0901813281305	0.970681688568855	0.0293183114311447	0.0255152014269818	0.000634307070978189
